rank,residual_name,freq,cumulative_pct,type,residual_values(top15),cand1_ref,cand1_values,宏基因组相关,合并到(据字典),饼图分类,通用(meta-analysis),reason
169,metagenome-source,520220,87.624,,gut metagenome(19526) ; human gut metagenome(13043) ; marine metagenome(10995) ; groundwater metagenome(7326) ; freshwater metagenome(6214) ; human oral metagenome(4466) ; soil metagenome(4286) ; marine sediment metagenome(3517) ; activated sludge metagenome(3496) ; subsurface metagenome(3360) ; anaerobic digester metagenome(3177) ; wastewater metagenome(3034) ; hydrothermal vent metagenome(2720) ; bioreactor metagenome(2077) ; soda lake metagenome(2060),metagenome source,gut metagenome(19526) ; human gut metagenome(13043) ; marine metagenome(10995) ; groundwater metagenome(7326) ; freshwater metagenome(6214) ; human oral metagenome(4466) ; soil metagenome(4286) ; marine sediment metagenome(3517) ; activated sludge metagenome(3496) ; subsurface metagenome(3360) ; anaerobic digester metagenome(3177) ; wastewater metagenome(3034) ; hydrothermal vent metagenome(2720) ; bioreactor metagenome(2077) ; soda lake metagenome(2060),,规范键(其他并入它),Sample,是,
170,sample-type,492282,87.6819,,metagenomic assembly(120518) ; tissue sample(78871) ; cell culture(78394) ; whole organism(45246) ; stool(39361) ; feces(34024) ; single cell(30950) ; Stool(24261) ; skin(14394) ; Cell culture(14062) ; soil(13906) ; mixed culture(13585) ; Tissue sample(10786) ; pure culture(8951) ; Whole organism(8533),sample type,metagenomic assembly(120518) ; tissue sample(78871) ; cell culture(78394) ; whole organism(45246) ; stool(39361) ; feces(34024) ; single cell(30950) ; Stool(24261) ; skin(14394) ; Cell culture(14062) ; soil(13906) ; mixed culture(13585) ; Tissue sample(10786) ; pure culture(8951) ; Whole organism(8533),,规范键(其他并入它),Sample,是,
171,elevation,462395,87.7362,,,elevation,,,规范键(其他并入它),Geography,是,
172,host age,454553,87.7895,,20-29(8203) ; 28(6607) ; 26(6599) ; 25(6539) ; 27(6537) ; 21(6429) ; 23(6422) ; 30(6388) ; 24(6265) ; 35(6216) ; 29(6178) ; 22(6125) ; 30-39(6072) ; 31(5915) ; 32(5739),host age,20-29(8203) ; 28(6607) ; 26(6599) ; 25(6539) ; 27(6537) ; 21(6429) ; 23(6422) ; 30(6388) ; 24(6265) ; 35(6216) ; 29(6178) ; 22(6125) ; 30-39(6072) ; 31(5915) ; 32(5739),,规范键(其他并入它),Host,是,
173,SUBJECT_ID,439887,87.8412,freetext/high-card,SD2052v(1) ; BCR_MV_PBMC6667232(1) ; BCR_MV_PBMC6667233(1) ; BCR_MV_PBMC6667234(1) ; BCR_MV_PBMC6667235(1) ; BCR_MV_PBMC6667236(1) ; BCR_MV_PBMC6667237(1) ; BCR_MV_PBMC6667238(1) ; BCR_MV_PBMC6667239(1) ; BCR_MV_PBMC6667240(1) ; BCR_MV_PBMC6667241(1) ; BCR_MV_PBMC6667242(1) ; BCR_MV_PBMC6667243(1) ; BCR_MV_PBMC6667244(1) ; BCR_MV_PBMC6667245(1),subject id,,,独立键(仅自身),Host,是,
174,individual,406097,87.8889,freetext/high-card,2(6249) ; 1(5485) ; 3(4454) ; 5(4136) ; 4(3257) ; D8(1572) ; D7(1265) ; D9(1237) ; CS7(1196) ; 6(949) ; D5(878) ; batch 2(846) ; 7(783) ; NA19098(767) ; D6(650),individual,,,独立键(仅自身),Host,是,
175,identified_by,402653,87.9362,,"Heyu Lin(2088) ; INMEGEN(1837) ; Tsurusaki, N(1482) ; MAARTEN J. M. CHRISTENHUSZ(1083) ; Maarten J. M. Christenhusz(931) ; RFLP-PCR assay of COI fragment(887) ; Douglas Boyes(833) ; J. A. Castillo Vardaro(705) ; Telleasha Greay(655) ; DAVID BELL(647) ; Joaquin Ortego(560) ; Elijah Juma(560) ; ANGUS DAVISON(546) ; Steven Falk(536) ; SD Schoville(532)",identified by,"Heyu Lin(2088) ; INMEGEN(1837) ; Tsurusaki, N(1482) ; MAARTEN J. M. CHRISTENHUSZ(1083) ; Maarten J. M. Christenhusz(931) ; RFLP-PCR assay of COI fragment(887) ; Douglas Boyes(833) ; J. A. Castillo Vardaro(705) ; Telleasha Greay(655) ; DAVID BELL(647) ; Joaquin Ortego(560) ; Elijah Juma(560) ; ANGUS DAVISON(546) ; Steven Falk(536) ; SD Schoville(532)",,规范键(其他并入它),Admin,否,
176,host description,391182,87.9821,,Foodbourne outbreak(3165) ; Human(795) ; no diabetes(742) ; Baseline(445) ; Holstein(441) ; symptomatic(401) ; Sedentary(281) ; patients(268) ; ART-naive(257) ; Homo sapiens(247) ; Patient recieved prior antiviral therapy but did not achieve sustained virological response(241) ; CATTLE(230) ; Patients in intensive care unit(207) ; Broiler grower(200) ; diabetes(162),host description,Foodbourne outbreak(3165) ; Human(795) ; no diabetes(742) ; Baseline(445) ; Holstein(441) ; symptomatic(401) ; Sedentary(281) ; patients(268) ; ART-naive(257) ; Homo sapiens(247) ; Patient recieved prior antiviral therapy but did not achieve sustained virological response(241) ; CATTLE(230) ; Patients in intensive care unit(207) ; Broiler grower(200) ; diabetes(162),,规范键(其他并入它),Host,是,
177,sample type,388277,88.0277,,metagenomic assembly(120518) ; tissue sample(78871) ; cell culture(78394) ; whole organism(45246) ; stool(39361) ; feces(34024) ; single cell(30950) ; Stool(24261) ; skin(14394) ; Cell culture(14062) ; soil(13906) ; mixed culture(13585) ; Tissue sample(10786) ; pure culture(8951) ; Whole organism(8533),sample type,metagenomic assembly(120518) ; tissue sample(78871) ; cell culture(78394) ; whole organism(45246) ; stool(39361) ; feces(34024) ; single cell(30950) ; Stool(24261) ; skin(14394) ; Cell culture(14062) ; soil(13906) ; mixed culture(13585) ; Tissue sample(10786) ; pure culture(8951) ; Whole organism(8533),,规范键(其他并入它),Sample,是,
178,phenotype,385008,88.0729,,Yeast(14071) ; Not supplied(10019) ; T cell(6919) ; Wildtype(6276) ; Normal(6041) ; wildtype(5952) ; Healthy tissue(5800) ; Mouse(5089) ; thymic epithelial cells(4608) ; Healthy(4249) ; Human Gut Microbiota(3189) ; Not Supplied(3072) ; wild type(2931) ; Cyp11a1-mCherry positive(2880) ; WT(2757),phenotype,Yeast(14071) ; Not supplied(10019) ; T cell(6919) ; Wildtype(6276) ; Normal(6041) ; wildtype(5952) ; Healthy tissue(5800) ; Mouse(5089) ; thymic epithelial cells(4608) ; Healthy(4249) ; Human Gut Microbiota(3189) ; Not Supplied(3072) ; wild type(2931) ; Cyp11a1-mCherry positive(2880) ; WT(2757),,独立键(仅自身),Host,是,
179,host_tissue_sampled,376758,88.1172,,UBERON:feces(33321) ; Supragingival plaque(6859) ; whole body(5462) ; gut(4145) ; Urethral(4090) ; Nasopharyngeal swab(3564) ; feces(3441) ; rectum(3360) ; saliva [UBERON:0001836](3347) ; Saliva(3262) ; Faeces(3125) ; UBERON:arm skin(2865) ; UBERON:mouth(2532) ; vaginal epithelial surface(2179) ; Rectal(2109),host tissue sampled,UBERON:feces(33321) ; Supragingival plaque(6859) ; whole body(5462) ; gut(4145) ; Urethral(4090) ; Nasopharyngeal swab(3564) ; feces(3441) ; rectum(3360) ; saliva [UBERON:0001836](3347) ; Saliva(3262) ; Faeces(3125) ; UBERON:arm skin(2865) ; UBERON:mouth(2532) ; vaginal epithelial surface(2179) ; Rectal(2109),,规范键(其他并入它),Sample,是,
180,num_replicons,368983,88.1605,,,number of replicons,,组装/分箱/MAG,合并→ number of replicons,Assembly,否,
181,derived-from,365787,88.2035,,"Human(1837) ; This BioSample is a metagenomic assembly obtained from the activated sludge metagenome BioSamples: SAMN08389165, SAMN08389166, SAMN08389167, SAMN08389168, SAMN08389169, SAMN08389170, SAMN08389171, SAMN08389172, SAMN08389173, SAMN08389174, SAMN08389175, SAMN08389176, SAMN08389177, SAMN08389178, SAMN08389179, SAMN08389180, SAMN08389181, SAMN08389182, SAMN08389183, SAMN08389184, SAMN08389185, SAMN08389186, SAMN08389187, SAMN08389188, SAMN08389189, SAMN08389190, SAMN08389191, SAMN08389192, SAMN08389193, SAMN08389194, SAMN08389195, SAMN08389196, SAMN08389197, SAMN08389198, SAMN08389199, SAMN08389200, SAMN08389201, SAMN08389202, SAMN08389203, SAMN08389204, SAMN08389205, SAMN08389206, SAMN08389207, SAMN08389208, SAMN08389209, SAMN08389210, SAMN08389211, SAMN08389212, SAMN08389213, SAMN08389214, SAMN08389215, SAMN08389216, SAMN08389217, SAMN08389218, SAMN08389219, SAMN08389220, SAMN08389221, SAMN08389222, SAMN08389223, SAMN08389224, SAMN08389225, SAMN08389226, SAMN08389227, SAMN08389228, SAM N08389229, SAMN08389230, SAMN08389231, SAMN08389232, SAMN08389233, SAMN08389234, SAMN08389235, SAMN08389236, SAMN08389237, SAMN08389238, SAMN08389239, SAMN08389240, SAMN08389241, SAMN08389242, SAMN08389243, SAMN08389244, SAMN08389245, SAMN08389246, SAMN08389247, SAMN08389248, SAMN08389249, SAMN08389250, SAMN08389251, SAMN08389252, SAMN08389253, SAMN08389254, SAMN08389255, SAMN08389256, SAMN08389257, SAMN08389258, SAMN08389259, SAMN08389260, SAMN08389261, and SAMN08389262(920) ; This BioSample is a metagenomic assembly obtained from the gut metagenome BioSamples: SAMN20206759,SAMN20206760,SAMN20206761,SAMN20206762,SAMN20206763,SAMN20206764,SAMN20206765,SAMN20206766,SAMN20206767,SAMN20206768,SAMN20206769,SAMN20206770,SAMN20206771,SAMN20206772,SAMN20206773,SAMN20206774,SAMN20206775,SAMN20206776,SAMN20206777,SAMN20206778,SAMN20206779,SAMN20206780,SAMN20206781,SAMN20206782,SAMN20206783,SAMN20206784,SAMN20206785,SAMN20206786,SAMN20206787,SAMN20206788,SAMN20206789,SAMN20206790,SAMN20206791,SAMN20206792,SAMN20206793,SAMN20206794,SAMN20206795,SAMN20206796,SAMN20206797,SAMN20206798,SAMN20206799,SAMN20206800,SAMN20206801,SAMN20206802(591) ; This BioSample is a metagenomic assembly obtained from the mouse gut metagenome BioSamples: SAMN14144348,SAMN14144349,SAMN14144350,SAMN14144351,SAMN14144352,SAMN14144353,SAMN14144354,SAMN14144355,SAMN14144356,SAMN14144357,SAMN14144358,SAMN14144359,SAMN14144360,SAMN14144361,SAMN14144362,SAMN14144363,SAMN14144364,SAMN14144365(590) ; This BioSample is a metagenomic assembly obtained from the mine drainage metagenome BioSamples: SAMN18898484, SAMN18898485, SAMN18898486, SAMN18898487, SAMN18898488, SAMN18898489, SAMN18898490, SAMN18898491, SAMN18898492, and SAMN18898493(566) ; This BioSample is a metagenomic assembly obtained from the Activated sludge metagenome BioSample:SAMN15648910(557) ; Human blood(556) ; This BioSample is a metagenomic assembly obtained from the human oral metagenome BioSample: SAMN09489426(527) ; This BioSample is a metagenomic assembly obtained from the groundwater metagenome BioSample: SAMN15459600(524) ; This BioSample is a metagenomic assembly obtained from the freshwater metagenome BioSample: SAMN17269717(516) ; This BioSample is a metagenomic assembly obtained from the PNA biofilm metagenome BioSample: SAMN14350132, SAMN14350134, SAMN14350135, SAMN14350144, SAMN14350146, SAMN14350147, SAMN14350154, SAMN14350155, SAMN14350160, SAMN14350166, SAMN14350167, SAMN14350168, SAMN14350177, SAMN14350178, SAMN14350179, SAMN14350189, SAMN14350190 and SAMN14350191.(430) ; PN9(418) ; PN8(418) ; This BioSample is a metagenomic assembly obtained from the bioreactor metagenome BioSamples: SAMN13418212, SAMN13418213, SAMN13418214, SAMN13418245, SAMN13418246, SAMN13418247, SAMN13418248, SAMN13418249, SAMN13418250, SAMN13418251, SAMN13418252, SAMN13418253, SAMN13418254, SAMN15778297, SAMN15778298, SAMN15778299, SAMN15778300, SAMN15778301, SAMN15778302, SAMN15778303, SAMN15778304, SAMN15778305, SAMN15778306, SAMN15778307, SAMN15778308, SAMN15778309, SAMN15778310, SAMN15778311, SAMN15778312, SAMN15778313, SAMN15778314, SAMN15778315, and SAMN15778316(403) ; Blood(401)",derived from,"Human(1837) ; This BioSample is a metagenomic assembly obtained from the activated sludge metagenome BioSamples: SAMN08389165, SAMN08389166, SAMN08389167, SAMN08389168, SAMN08389169, SAMN08389170, SAMN08389171, SAMN08389172, SAMN08389173, SAMN08389174, SAMN08389175, SAMN08389176, SAMN08389177, SAMN08389178, SAMN08389179, SAMN08389180, SAMN08389181, SAMN08389182, SAMN08389183, SAMN08389184, SAMN08389185, SAMN08389186, SAMN08389187, SAMN08389188, SAMN08389189, SAMN08389190, SAMN08389191, SAMN08389192, SAMN08389193, SAMN08389194, SAMN08389195, SAMN08389196, SAMN08389197, SAMN08389198, SAMN08389199, SAMN08389200, SAMN08389201, SAMN08389202, SAMN08389203, SAMN08389204, SAMN08389205, SAMN08389206, SAMN08389207, SAMN08389208, SAMN08389209, SAMN08389210, SAMN08389211, SAMN08389212, SAMN08389213, SAMN08389214, SAMN08389215, SAMN08389216, SAMN08389217, SAMN08389218, SAMN08389219, SAMN08389220, SAMN08389221, SAMN08389222, SAMN08389223, SAMN08389224, SAMN08389225, SAMN08389226, SAMN08389227, SAMN08389228, SAM N08389229, SAMN08389230, SAMN08389231, SAMN08389232, SAMN08389233, SAMN08389234, SAMN08389235, SAMN08389236, SAMN08389237, SAMN08389238, SAMN08389239, SAMN08389240, SAMN08389241, SAMN08389242, SAMN08389243, SAMN08389244, SAMN08389245, SAMN08389246, SAMN08389247, SAMN08389248, SAMN08389249, SAMN08389250, SAMN08389251, SAMN08389252, SAMN08389253, SAMN08389254, SAMN08389255, SAMN08389256, SAMN08389257, SAMN08389258, SAMN08389259, SAMN08389260, SAMN08389261, and SAMN08389262(920) ; This BioSample is a metagenomic assembly obtained from the gut metagenome BioSamples: SAMN20206759,SAMN20206760,SAMN20206761,SAMN20206762,SAMN20206763,SAMN20206764,SAMN20206765,SAMN20206766,SAMN20206767,SAMN20206768,SAMN20206769,SAMN20206770,SAMN20206771,SAMN20206772,SAMN20206773,SAMN20206774,SAMN20206775,SAMN20206776,SAMN20206777,SAMN20206778,SAMN20206779,SAMN20206780,SAMN20206781,SAMN20206782,SAMN20206783,SAMN20206784,SAMN20206785,SAMN20206786,SAMN20206787,SAMN20206788,SAMN20206789,SAMN20206790,SAMN20206791,SAMN20206792,SAMN20206793,SAMN20206794,SAMN20206795,SAMN20206796,SAMN20206797,SAMN20206798,SAMN20206799,SAMN20206800,SAMN20206801,SAMN20206802(591) ; This BioSample is a metagenomic assembly obtained from the mouse gut metagenome BioSamples: SAMN14144348,SAMN14144349,SAMN14144350,SAMN14144351,SAMN14144352,SAMN14144353,SAMN14144354,SAMN14144355,SAMN14144356,SAMN14144357,SAMN14144358,SAMN14144359,SAMN14144360,SAMN14144361,SAMN14144362,SAMN14144363,SAMN14144364,SAMN14144365(590) ; This BioSample is a metagenomic assembly obtained from the mine drainage metagenome BioSamples: SAMN18898484, SAMN18898485, SAMN18898486, SAMN18898487, SAMN18898488, SAMN18898489, SAMN18898490, SAMN18898491, SAMN18898492, and SAMN18898493(566) ; This BioSample is a metagenomic assembly obtained from the Activated sludge metagenome BioSample:SAMN15648910(557) ; Human blood(556) ; This BioSample is a metagenomic assembly obtained from the human oral metagenome BioSample: SAMN09489426(527) ; This BioSample is a metagenomic assembly obtained from the groundwater metagenome BioSample: SAMN15459600(524) ; This BioSample is a metagenomic assembly obtained from the freshwater metagenome BioSample: SAMN17269717(516) ; This BioSample is a metagenomic assembly obtained from the PNA biofilm metagenome BioSample: SAMN14350132, SAMN14350134, SAMN14350135, SAMN14350144, SAMN14350146, SAMN14350147, SAMN14350154, SAMN14350155, SAMN14350160, SAMN14350166, SAMN14350167, SAMN14350168, SAMN14350177, SAMN14350178, SAMN14350179, SAMN14350189, SAMN14350190 and SAMN14350191.(430) ; PN9(418) ; PN8(418) ; This BioSample is a metagenomic assembly obtained from the bioreactor metagenome BioSamples: SAMN13418212, SAMN13418213, SAMN13418214, SAMN13418245, SAMN13418246, SAMN13418247, SAMN13418248, SAMN13418249, SAMN13418250, SAMN13418251, SAMN13418252, SAMN13418253, SAMN13418254, SAMN15778297, SAMN15778298, SAMN15778299, SAMN15778300, SAMN15778301, SAMN15778302, SAMN15778303, SAMN15778304, SAMN15778305, SAMN15778306, SAMN15778307, SAMN15778308, SAMN15778309, SAMN15778310, SAMN15778311, SAMN15778312, SAMN15778313, SAMN15778314, SAMN15778315, and SAMN15778316(403) ; Blood(401)",,规范键(其他并入它),Sample,是,
182,temp,358836,88.2456,,,temperature,,,合并→ temperature,Environment,是,
183,scientific name,350753,88.2868,freetext/high-card,Homo sapiens(44172) ; thuja plicata(4832) ; Gallus gallus(3590) ; homo sapiens(3588) ; Sus scrofa(3216) ; Aphis glycines(2841) ; Homo Sapien(2601) ; homo sapien(2306) ; Bos taurus(2282) ; Vigna unguiculata(1659) ; Arabidopsis thaliana(1593) ; Canis familiaris(1572) ; Triticum aestivum(1564) ; Anas platyrhynchos platyrhynchos(1210) ; Zea mays L.(982),scientific_name,,,独立键(仅自身),Sample,是,
184,organism,348731,88.3278,freetext/high-card,human gut metagenome(12911) ; mouse gut metagenome(7072) ; soil metagenome(6172) ; metagenome(4854) ; marine metagenome(2939) ; human skin metagenome(1980) ; Mus musculus(1415) ; human metagenome(1064) ; bioreactor metagenome(851) ; gut metagenome(834) ; human oral metagenome(813) ; freshwater metagenome(789) ; chicken gut metagenome(775) ; Arabidopsis thaliana(725) ; human lung metagenome(694),organism,,,独立键(仅自身),Sample,是,
185,longitude,346186,88.3684,numeric,37.24231(14371) ; -117.25(11916) ; -74.0059(6635) ; -105.27(6013) ; -117.258(4431) ; -117.257767(3506) ; -105.271(3315) ; -70.66(3186) ; -0.12(2857) ; -87.36(2756) ; -90.26(2386) ; -117.2(2330) ; -95.71(2325) ; 34.1(2313) ; -92.4699(1969),longitude,,,规范键(其他并入它),Geography,是,
186,latitude,345872,88.409,numeric,-2.63501(14371) ; 32.5(8902) ; 40.127(6635) ; 40.01(6585) ; 40.015(4462) ; 32.842(4431) ; 32.842674(3869) ; 51.5(3534) ; 32.84(3431) ; -33.45(3186) ; 32.8(2934) ; 41.47(2756) ; 38.65(2386) ; 32.7157(2369) ; 37.09(2325),latitude,,,规范键(其他并入它),Geography,是,
187,ArrayExpress-Species,343985,88.4494,freetext/high-card,Danio rerio(24033) ; Staphylococcus aureus(20955) ; Mus musculus(18442) ; Homo sapiens(15567) ; Saccharomyces cerevisiae(15344) ; Streptococcus pneumoniae(14923) ; Mus Musculus(12741) ; Plasmodium falciparum(12110) ; Escherichia coli(11181) ; Campylobacter sp.(7870) ; Mycobacterium tuberculosis(7732) ; Homo Sapien(6401) ; Neisseria meningitidis(5991) ; Klebsiella pneumoniae(4036) ; Campylobacter jejuni(3585),ArrayExpress-SPECIES,,,独立键(仅自身),Sample,是,
188,cemba_id,320568,88.4871,freetext/high-card,4B(2881) ; 1B(2838) ; 5H(2708) ; 2E(2698) ; 11F(2687) ; 3A(2676) ; 6A(2676) ; 8E(2673) ; 6B(2664) ; 1C(2649) ; 5G(2641) ; 9J(2611) ; 4F(2605) ; 5E(2604) ; 6D(2584),cemba_id,,,独立键(仅自身),Admin,否,
189,disease state,319869,88.5246,,normal(109747) ; Lung adenocarcinoma(7781) ; acute myeloid leukemia(7697) ; healthy(7575) ; breast carcinoma(6675) ; breast cancer(5969) ; Control(5420) ; neuroblastoma(5199) ; Healthy(4962) ; melanoma(4754) ; multiple myeloma(4220) ; cancer(4108) ; Orphanet:399(4082) ; Normal(3915) ; Carcinoma(3734),disease,normal(109747) ; Lung adenocarcinoma(7781) ; acute myeloid leukemia(7697) ; healthy(7575) ; breast carcinoma(6675) ; breast cancer(5969) ; Control(5420) ; neuroblastoma(5199) ; Healthy(4962) ; melanoma(4754) ; multiple myeloma(4220) ; cancer(4108) ; Orphanet:399(4082) ; Normal(3915) ; Carcinoma(3734),,合并→ disease,Host,是,
190,altitude,315895,88.5617,,0(35144) ; 0.0(28390) ; 363 m(1530) ; C(1113) ; 91.1(825) ; 20 m(816) ; T(805) ; 0 m(740) ; 565(736) ; _fungi(553) ; sea level(456) ; 140 m(411) ; 887(411) ; 150 m(388) ; 3407(380),altitude,0(35144) ; 0.0(28390) ; 363 m(1530) ; C(1113) ; 91.1(825) ; 20 m(816) ; T(805) ; 0 m(740) ; 565(736) ; _fungi(553) ; sea level(456) ; 140 m(411) ; 887(411) ; 150 m(388) ; 3407(380),,规范键(其他并入它),Geography,是,
191,collection_timestamp,296874,88.5966,freetext/high-card,2011(5408) ; 2016(3783) ; Missing: Not provided(3049) ; 2017(2004) ; 1/1/59 0:00(1546) ; 10/13/14(1535) ; 2014(1312) ; 5/7/15 0:00(1119) ; 1/1/14 0:00(1117) ; 2015(949) ; 2013(942) ; 2012(927) ; 1/1/59(851) ; 2010(830) ; 9/1/11(779),collection_timestamp,,,独立键(仅自身),Time,是,
192,rel_to_oxygen,294870,88.6312,,,relationship to oxygen,,,合并→ relationship to oxygen,Sample,是,
193,population,294132,88.6658,,NewZealand cattle(7567) ; French Holstein(3723) ; White(2917) ; Chinese(2686) ; Dutch(2628) ; GB(2303) ; 1001panel(2256) ; Estonia(2240) ; F2(2039) ; Icelandic(1550) ; F3(1465) ; Qatari(1158) ; HEL(1150) ; Indian(1081) ; general population (KORA)(1026),population,NewZealand cattle(7567) ; French Holstein(3723) ; White(2917) ; Chinese(2686) ; Dutch(2628) ; GB(2303) ; 1001panel(2256) ; Estonia(2240) ; F2(2039) ; Icelandic(1550) ; F3(1465) ; Qatari(1158) ; HEL(1150) ; Indian(1081) ; general population (KORA)(1026),,独立键(仅自身),Host,是,
194,time,291247,88.7,freetext/high-card,8(2954) ; 6(2384) ; 11(2300) ; 5(2227) ; 0(2116) ; 24h(1826) ; 0h(1082) ; 48h(1074) ; 4(1060) ; D0 (without RFA)(1045) ; t2(896) ; 12(836) ; 2(784) ; 24(746) ; 2 hr(739),time,,,独立键(仅自身),Time,是,
195,physical_specimen_location,288551,88.7339,freetext/high-card,"UCSDMI(66955) ; University of Notre Dame(14371) ; NYU(12398) ; ANL(8918) ; UC Davis(5612) ; Cornell U(5105) ; Pawlowski Lab(3917) ; U Chicago(3593) ; CCME(3576) ; NYUMC(3368) ; Cambridge, MD(3315) ; Wash U(2516) ; NAU(2309) ; U Toronto(2250) ; UCSD(2156)",physical_specimen_location,,,独立键(仅自身),Admin,否,
196,dna_extracted,282384,88.767,categorical,TRUE(128162) ; True(41173) ; true(22219) ; Yes(5731) ; 1(969) ; y(456) ; YES(379) ; n(284) ; FALSE(226) ; yes(129) ; False(112) ; 10/1/16 12:00(88) ; not yet(22) ; No(6) ; LabControl test(1),dna_extracted,,,独立键(仅自身),Sequencing,否,
197,physical_specimen_remaining,281433,88.8001,categorical,"FALSE(66555) ; TRUE(66010) ; True(21204) ; true(17531) ; False(16273) ; Yes(6088) ; missing: not provided(3147) ; false(2686) ; 0(375) ; SecondGenome(60) ; n(43) ; University of Washington, Seattle(28) ; No(16) ; yes(9) ; TRUEes(1)",physical_specimen_remaining,,,独立键(仅自身),Admin,否,
198,host_taxid,279773,88.8329,,,host taxonomy ID,,,合并→ host taxonomy ID,Host,是,
199,ethnicity,277671,88.8655,,Caucasian(12074) ; caucasian(8940) ; Chinese(4970) ; Not Hispanic(4154) ; Asian(4076) ; Han(3169) ; Not Hispanic or Latino(3025) ; Hispanic(2962) ; non-hispanic(2880) ; White(2763) ; Mexican American(2480) ; European(2419) ; Black(2285) ; white(2177) ; NOT HISPANIC OR LATINO(1900),ethnicity,Caucasian(12074) ; caucasian(8940) ; Chinese(4970) ; Not Hispanic(4154) ; Asian(4076) ; Han(3169) ; Not Hispanic or Latino(3025) ; Hispanic(2962) ; non-hispanic(2880) ; White(2763) ; Mexican American(2480) ; European(2419) ; Black(2285) ; white(2177) ; NOT HISPANIC OR LATINO(1900),,规范键(其他并入它),Host,是,
200,host taxid,262644,88.8964,,,host taxonomy ID,,,合并→ host taxonomy ID,Host,是,
201,GISAID Accession ID,258877,88.9268,freetext/high-card,EPI_ISL_581816(5) ; EPI_ISL_581943(3) ; EPI_ISL_581968(3) ; EPI_ISL_581987(3) ; EPI_ISL_830740(3) ; EPI_ISL_830737(3) ; EPI_ISL_830736(3) ; EPI_ISL_830738(3) ; EPI_ISL_830739(3) ; EPI_ISL_896091(3) ; EPI_ISL_896116(3) ; EPI_ISL_581920(3) ; EPI_ISL_896101(3) ; EPI_ISL_896102(3) ; EPI_ISL_930962(3),GISAID accession,EPI_ISL_775021(2) ; EPI_ISL_775022(2) ; EPI_ISL_775023(2) ; EPI_ISL_775024(2) ; EPI_ISL_775025(2) ; EPI_ISL_775026(2) ; EPI_ISL_775027(2) ; EPI_ISL_775028(2) ; EPI_ISL_671595(2) ; EPI_ISL_1922126(2) ; EPI_ISL_436097(2) ; EPI_ISL_2604841(2) ; EPI_ISL_1167307(2) ; EPI_ISL_1167299(2) ; EPI_ISL_1167304(2),,合并→ GISAID accession,Admin,否,
202,host_common_name,258500,88.9571,,Human(202132) ; human(131424) ; mouse(17102) ; Savannah baboon(14371) ; maize(4739) ; Homo sapiens(3924) ; sponges(3142) ; mosquito(2262) ; pig(1917) ; Mus musculus(1609) ; house mouse(1429) ; pacific chub mackerel(1340) ; sheep(1326) ; tree swallow(1298) ; Pacific oyster(1224),host common name,Human(202132) ; human(131424) ; mouse(17102) ; Savannah baboon(14371) ; maize(4739) ; Homo sapiens(3924) ; sponges(3142) ; mosquito(2262) ; pig(1917) ; Mus musculus(1609) ; house mouse(1429) ; pacific chub mackerel(1340) ; sheep(1326) ; tree swallow(1298) ; Pacific oyster(1224),,规范键(其他并入它),Host,是,
203,body_product,256019,88.9872,,UBERON:feces(55033) ; Mucus(13277) ; UBERON:sebum(11338) ; UBERON:saliva(5573) ; UBERON:tissue(2687) ; UBERON:mucus(1938) ; UBERON:mucosa(1558) ; UBERON:mucosa of stomach(1305) ; UBERON:skin(992) ; stool(734) ; UBERON:fertilized egg(626) ; FMA:Feces(552) ; UBERON:digestive tract contents(393) ; UBERON:bodily fluid(364) ; UBERON:cecum mucosa(306),body product,UBERON:feces(55033) ; Mucus(13277) ; UBERON:sebum(11338) ; UBERON:saliva(5573) ; UBERON:tissue(2687) ; UBERON:mucus(1938) ; UBERON:mucosa(1558) ; UBERON:mucosa of stomach(1305) ; UBERON:skin(992) ; stool(734) ; UBERON:fertilized egg(626) ; FMA:Feces(552) ; UBERON:digestive tract contents(393) ; UBERON:bodily fluid(364) ; UBERON:cecum mucosa(306),,规范键(其他并入它),Sample,是,
204,habitat,251171,89.0167,freetext/high-card,"Woodland(2705) ; Terrestrial(844) ; Marine(550) ; Freshwater(518) ; Rough grass(515) ; water(447) ; Other(404) ; Root(334) ; Riverine(297) ; arboreal(293) ; land(277) ; Woodland, grassland, hedges(236) ; soil(230) ; seagrass(214) ; Exposed rocky foreshore (rockpools and boulders on sandstone pavement)(213)",habitat,,,独立键(仅自身),Environment,是,
205,geographic location (elevation),250661,89.0461,numeric,0(10885) ; 150(2561) ; 1(2177) ; 10(1994) ; 542.5(1345) ; 615(1312) ; 0-10(1231) ; 444(1173) ; 50(1167) ; 38(1086) ; 15(1073) ; 100(1016) ; 25(949) ; 11(930) ; 5(899),elevation,,,合并→ elevation,Geography,是,
206,batch,247563,89.0752,freetext/high-card,1(7897) ; 2(6400) ; batch_2(3170) ; 3(3079) ; batch_1(2385) ; 4(2101) ; b2(1476) ; b4(1452) ; b3(1356) ; b5(1344) ; b6(1152) ; b1(1042) ; batch1(867) ; batch_3(837) ; batch3(697),batch,,,独立键(仅自身),Admin,否,
